measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2010,19176.207600450944,21548.53594323093,17170.647686758737
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2011,226253689.298894,253330812.42335716,203141977.04699197
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2011,0.8253240590313312,0.8326005529608893,0.8169807429761337
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2011,27074.838925297747,30315.045745469488,24309.156348155626
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,402226337.83294594,426677859.7566495,380287210.4081082
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.29762176487497743,0.3126163994675411,0.2831806535835817
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,9621.497266196073,10206.392458815099,9096.700069478255
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2010,229423475.04778692,256230257.57320628,206447018.4481956
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2010,0.8173266269472003,0.8246263158508826,0.8087923552900403
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2010,27518.785807727098,30734.193936113617,24762.815924292143
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2009,148378957.64938715,157492812.40230927,139000210.31507227
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2009,0.11020803722198039,0.11567028302939379,0.10428929618261937
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2009,3590.3937975826366,3810.9259275783324,3363.4519401139546
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,18013954.056199167,19827612.402593005,16406336.152010163
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.0643436444275969,0.06839299762526214,0.06035780023309768
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,2166.33420472443,2384.4423501776396,1973.0042093715465
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2011,258867924.51084632,276257758.2398097,242920385.77359205
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2011,0.10268423831894129,0.10653290067565431,0.09852999929326363
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2011,3635.8248645554495,3880.0667496083074,3411.840151196569
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2008,770566294.0869974,865633901.4538043,688991179.186222
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2008,0.5678623093630033,0.5865356371039702,0.5494806205440249
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2008,18873.592473478966,21202.097227240287,16875.561302859616
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2009,169243753.08752963,190027070.00897577,150856842.56071562
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2009,0.26474158729670527,0.28375243457888844,0.24562722655165095
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2009,16469.629073453863,18492.117433394855,14680.342375073957
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,819857447.530223,863220662.8825386,785357453.1032715
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.3266858217308299,0.34360623128420764,0.31035416158401397
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,11374.10177963459,11975.691271070255,10895.474124069497
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2011,43238500.16241711,46011946.9468181,40401112.37720367
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2011,0.06938504891985636,0.07294942848818846,0.06570204432205666
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2011,3998.201700366913,4254.658321378655,3735.8325473013024
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2010,172264216.01101068,193414356.8443917,153337835.0639611
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2010,0.27327428038208773,0.29320143789834147,0.2540040268835807
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2010,16340.19486615443,18346.40039546741,14544.925018781743
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2012,257472519.64969373,275165808.5675966,241500137.0066064
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2012,0.10255385034000641,0.10626705404957267,0.09837530166335491
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2012,3571.985169832378,3817.4489020640585,3350.3960308997252
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2010,39964697.04642632,42626752.34700078,37201696.675840534
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2010,0.06345548022525743,0.06696742278301727,0.05991410017307338
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2010,3790.8681943770157,4043.3785726965953,3528.7826288655883
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2009,185075159.97999308,210370315.41228798,162897838.427905
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2009,0.7239730727204812,0.7397507310314407,0.7081708563214454
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2009,20070.283725995992,22813.390615511627,17665.287097160603
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,897553956.1238343,938740869.2501588,861618707.4108427
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.3550012349500573,0.37218824755198066,0.3379329289930572
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,12922.269840518458,13515.246342582841,12404.902636589215
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,428877661.9536161,446415456.522968,413039357.08140117
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.6715266966428467,0.6914260480927177,0.6518068951596266
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,41735.40164057406,43442.058258938436,40194.12758088838
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2008,36329183.58694567,39288070.446270294,33947610.5944951
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2008,0.14420446044625043,0.15311457079581564,0.13570841050879878
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2008,3985.778804631098,4310.406758379978,3724.4896090654074
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2010,272005066.6221777,288952557.71610814,256138331.11656332
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2010,0.10702563700420532,0.11099278338844781,0.10272301511417532
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2010,3867.595025894475,4108.568596976227,3641.9885396596555
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,17265006.476723585,19025891.79776942,15701728.570356011
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.06303952851769772,0.06719191684146254,0.059078690106964094
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,2066.0315898053223,2276.7494197818087,1878.9606180941635
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2011,35244383.971702665,37455828.524451576,33466635.756330937
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2011,0.1358804348661566,0.14434341198196507,0.12770889102721364
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2011,3737.835256790978,3972.3695140598784,3549.296567550478
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,848296716.5458672,891519035.2453622,813194012.1223229
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.33661794571419335,0.3534920965986256,0.3194092458688701
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,11914.408864544295,12521.470482271985,11421.388009228112
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2010,187025917.86089125,212722263.59235856,164565340.31773645
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2010,0.6904958787236332,0.7086152096629499,0.6717578182073476
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2010,20054.858149998712,22810.286779955786,17646.402136270957
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2010,148775083.85503942,158060619.62628913,139227930.33270943
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2010,0.11008198689615133,0.11554426483527351,0.10414195393466738
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2010,3558.789984518278,3780.905616029584,3330.416298175533
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2012,1434786650.648233,1617913748.2256086,1282844979.3403194
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2012,0.5707603279291636,0.5896544082578942,0.5515482510276335
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2012,19905.179181692347,22445.75041481194,17797.251713045072
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2009,40706953.952868275,43394272.04592711,37888562.763167106
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2009,0.06373171606044808,0.06725248395876122,0.06001135096679459
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2009,3961.3186311649238,4222.8298029963025,3687.0523339961164
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,417686886.3837245,435508042.71502924,401184124.30631685
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.6632702393926547,0.683198687503698,0.6429120556217254
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,39619.86577706377,41310.299077355856,38054.48931978847
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,413588574.9605653,438051430.90710574,391677584.62412465
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.30719372597659583,0.32256695652388884,0.29271556140440724
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,10007.792734319617,10599.731696912668,9477.602436118836
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2011,1415332880.1249602,1595294230.83063,1265126239.9461586
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2011,0.5606978159668654,0.5796231493678945,0.5410338636780537
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2011,19878.486247011264,22406.060703333074,17768.819558040926
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2011,30607602.272190414,34897712.363082945,27221925.805873457
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2011,0.11163641245097107,0.11724293208086864,0.10667282321446742
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2011,3662.684590810709,4176.064240188552,3257.534755407998
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,404685798.9741876,422335756.333214,388666592.0962394
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.6494475683168353,0.6695800248317969,0.6287886725269041
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,37420.7117151422,39052.777796509195,35939.43877696539
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2009,35893500.60178609,38825212.71073741,33536803.971263323
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2009,0.14067503864359718,0.1494661710057162,0.13243570521794962
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2009,3892.4334366369344,4210.359914917173,3636.8639153905183
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2012,225413885.59843665,252648948.79226077,202172961.1480749
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2012,0.8269920060788215,0.8342321805485368,0.8185543590655842
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2012,26909.282582798856,30160.528661527907,24134.84567595108
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2013,29601016.76741169,33948445.8252168,26187041.853685603
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2013,0.10911955102065986,0.11506352465240234,0.10394083893436645
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2013,3525.603454859888,4043.4002260447924,3118.9849307324102
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2009,229915932.05337366,256425141.58258206,207071931.10368305
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2009,0.8204709171960496,0.8276459023110655,0.8121455752787199
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2009,27649.384819371076,30837.34717145492,24902.195586197602
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2013,256096828.68770465,273754695.42610574,239940645.1746256
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2013,0.10240875167273958,0.1061158108315479,0.09825197326326912
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2013,3509.3264705968395,3751.294399199766,3287.9362926832837
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,390395022.30488575,414335504.5901056,369215869.69751906
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.28803846335818467,0.30269888837476316,0.2739374311446321
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,9233.751832487262,9800.000015844314,8732.815529446823
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2013,1453601583.565307,1639865556.1295385,1297965650.6021254
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2013,0.5805271559495306,0.5992383870923651,0.5617454764990613
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2013,19918.88201445786,22471.280233474008,17786.183604553848
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2012,30064591.235686757,34368721.402645804,26648686.634660155
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2012,0.11028119595221575,0.11606816498183552,0.10521169044740997
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2012,3589.027264889326,4102.842350541057,3181.246076339755
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2013,181979583.54353857,204965584.39936483,161304382.65729702
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2013,0.3026979819666878,0.32409715908740805,0.28166508415376323
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2013,15985.711307180014,18004.880527335525,14169.53068872984
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2012,40572346.775322355,43362507.20510414,37743292.342102125
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2012,0.06653172949052538,0.07009176732131159,0.06296268832198326
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2012,3656.486913779833,3907.9435316417494,3401.525065732816
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2013,195707167.1425717,222815304.94604594,172301394.35080516
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2013,0.7383492179650123,0.753175589838098,0.7232400654621336
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2013,20308.204465596125,23121.170455714728,17879.42668259237
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2012,178860841.34043628,201489594.1114854,158775090.82454395
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2012,0.2930211471953104,0.3135848000501713,0.2724118429261229
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2012,16119.410823599315,18158.773713813665,14309.23000459188
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,17662840.077547517,19439616.886945892,16066297.041427528
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.06298193863787711,0.06701198987778577,0.05906717361967538
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,2118.614552189682,2331.734593352804,1927.113112179444
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2012,192564728.76736706,219139275.23098847,169550969.95286292
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2012,0.7337592057971901,0.7489652976631873,0.7184704038291639
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2012,20199.455981643423,22987.045302699946,17785.382484791735
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2012,35571522.7375047,37811596.08816521,33759873.541272275
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2012,0.1358462724870525,0.14434452168483122,0.1277424576971522
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2012,3731.344843552777,3966.321743694147,3541.3083377621174
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2013,35388573.53550155,37647453.73596453,33539392.72675214
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2013,0.1338063064845663,0.14208517888999797,0.125913099063116
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2013,3672.212916868781,3906.6131263453726,3480.3265260623493
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2013,148909214.00425774,158616785.7082769,139389917.32123655
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2013,0.10985765431785993,0.11522397842744231,0.10391329878698864
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2013,3443.9489079716764,3668.464101290457,3223.7881097606823
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2011,189727342.6993087,215840805.07386371,166965970.75719678
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2011,0.7298456093347966,0.7455012903922218,0.714407763392489
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2011,20121.490881728132,22890.948291421108,17707.53867287502
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2010,48176705.39548131,50333780.58714991,46420636.89579376
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2010,0.17831053491685286,0.1904567699020953,0.16632098567332798
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2010,5166.00588780049,5397.309856162626,4977.70201491636
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2011,34839176.66076631,37734086.42993663,32462227.183101296
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2011,0.13427395579904686,0.14268670007104015,0.1261520000124768
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2011,3694.8610860878257,4001.8800939706507,3442.7742410358433
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2011,175382651.89948776,197458923.2447843,156089732.2830236
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2011,0.28116738276330827,0.30162527000979894,0.26137575835381655
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2011,16217.38067706813,18258.74162388576,14433.392247177198
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2008,438999151.15635866,456219271.91764444,423405100.870164
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2008,0.6806878154331869,0.7004020832859592,0.6612520166303174
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2008,43842.234177411985,45561.98366893369,42284.87808088919
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2010,35470117.33923311,38422250.294500574,33114395.59972389
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2010,0.13119358635951403,0.13895298923045266,0.12390925326273242
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2010,3803.4737641615316,4120.032069742801,3550.86885321082
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2011,817382097.2239692,918876497.8955864,732130929.3238015
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2011,0.6021865046011549,0.6199737010611119,0.5845551980913617
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2011,19332.99096265053,21733.570003478664,17316.60222087737
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2015,741622681.0837041,784833564.1112267,706640796.890095
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2015,0.2962794751308603,0.311846080449317,0.2806886928740095
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2015,9929.110673269764,10507.633486572937,9460.760650303508
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2015,254787550.306608,273086105.7940263,238639891.0957177
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2015,0.10174699090443923,0.10542308650937567,0.0976455465846787
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2015,3411.1871841202073,3656.1748135843577,3194.996526109469
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2014,767641039.8234291,812591035.7797422,732586101.1444083
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2014,0.3067623805810463,0.322886824228257,0.2910611771986101
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2014,10394.120431752606,11002.758645629472,9919.464654566365
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2014,1479185586.5107608,1668500904.499568,1318982275.710212
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2014,0.5901207752156643,0.6089153305102106,0.5717809967908136
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2014,20028.675291568492,22592.069003822107,17859.468045419417
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2012,377038655.4590404,401130062.4159173,355818173.8393151
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2012,0.2777661061328297,0.29235084714536147,0.264223677527772
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2012,8818.68453438507,9382.166593495229,8322.35151822725
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2016,716057214.6182687,760583277.1389822,681020415.3846177
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2016,0.28617081253700277,0.30110511109855664,0.2709531112997924
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2016,9478.558256363467,10067.956518001063,9014.770816096265
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2013,377521760.7721173,396571312.30377096,360878159.38872796
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2013,0.628645125071683,0.6498913191719027,0.6069625862503794
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2013,33162.807400520745,34836.18539923128,31700.77632183665
